FL_Round,Epoch,Node_ID,Accuracy,Loss,Validation_Accuracy,Validation_Loss,FP,TP,FN,TN,Gradient_Norm,Epoch_Time,Aggregation_Time,FL_Round_Time,Convergence_Time
10,3,1,0.7911995053291321,0.5118395686149597,0.7909089922904968,0.5121945142745972,0,230,20295,76538,66.20011,14.6923987865448,1.1920928955078125e-05,0.0,73.35803389549255
10,4,1,0.7911995053291321,0.5118363499641418,0.7909089922904968,0.5121942162513733,0,230,20295,76538,30.621971,13.70070195198059,1.3828277587890625e-05,0.0,73.35803389549255
10,5,1,0.7911995053291321,0.511845052242279,0.7909089922904968,0.512188732624054,0,230,20295,76538,36.88057,12.05467700958252,0.0,111.30325388908386,73.35803389549255
11,1,1,0.7911995053291321,0.5118417143821716,0.7909089922904968,0.5121973156929016,0,230,20295,76538,19.592812,12.003298044204712,1.0013580322265625e-05,0.0,73.35803389549255
11,2,1,0.7911995053291321,0.5118729472160339,0.7909089922904968,0.5121922492980957,0,230,20295,76538,11.960261,10.708473920822144,1.0967254638671875e-05,0.0,73.35803389549255
11,3,1,0.7911995053291321,0.5118484497070312,0.7909089922904968,0.5121938586235046,0,230,20295,76538,13.797562,10.989933013916016,1.2874603271484375e-05,0.0,73.35803389549255
11,4,1,0.7911995053291321,0.5118595361709595,0.7909089922904968,0.5121958255767822,0,230,20295,76538,1.295351,13.482481002807617,1.5020370483398438e-05,0.0,73.35803389549255
11,5,1,0.7911995053291321,0.5118586421012878,0.7909089922904968,0.5122033357620239,0,230,20295,76538,36.83053,12.045061826705933,0.0,94.01483988761902,73.35803389549255
12,1,1,0.7911995053291321,0.5118591785430908,0.7909089922904968,0.5122014880180359,0,230,20295,76538,46.648697,16.884698152542114,7.796287536621094e-05,0.0,73.35803389549255
12,2,1,0.7911995053291321,0.5118514895439148,0.7909089922904968,0.5121958255767822,0,230,20295,76538,16.2047,18.594040155410767,1.2874603271484375e-05,0.0,73.35803389549255
12,3,1,0.7911995053291321,0.5118499994277954,0.7909089922904968,0.5121942758560181,0,230,20295,76538,0.7187891,19.402388095855713,1.2874603271484375e-05,0.0,73.35803389549255
12,4,1,0.7911995053291321,0.5118439793586731,0.7909089922904968,0.5121912360191345,0,230,20295,76538,31.97495,17.482155084609985,2.7894973754882812e-05,0.0,73.35803389549255
12,5,1,0.7911995053291321,0.5118520855903625,0.7909089922904968,0.5121906399726868,0,230,20295,76538,18.139517,13.472400188446045,0.0,133.01175999641418,73.35803389549255
13,1,1,0.7911995053291321,0.5118392109870911,0.7909089922904968,0.5121926069259644,0,230,20295,76538,3.6256266,11.28250002861023,1.1205673217773438e-05,0.0,73.35803389549255
13,2,1,0.7911995053291321,0.5118451714515686,0.7909089922904968,0.5121968388557434,0,230,20295,76538,32.827568,10.070153951644897,1.2159347534179688e-05,0.0,73.35803389549255
13,3,1,0.7911995053291321,0.5118487477302551,0.7909089922904968,0.5121930837631226,0,230,20295,76538,17.16463,9.96445894241333,1.0013580322265625e-05,0.0,73.35803389549255
13,4,1,0.7911995053291321,0.5118449330329895,0.7909089922904968,0.5121968388557434,0,230,20295,76538,33.64605,10.288547992706299,9.298324584960938e-06,0.0,73.35803389549255
13,5,1,0.7911995053291321,0.511847972869873,0.7909089922904968,0.5122020244598389,0,230,20295,76538,22.895866,9.96337604522705,0.0,82.07552313804626,73.35803389549255
14,1,1,0.7911995053291321,0.5118582844734192,0.7909089922904968,0.5121898055076599,0,230,20295,76538,36.562286,10.517844915390015,1.0967254638671875e-05,0.0,73.35803389549255
14,2,1,0.7911995053291321,0.5118483901023865,0.7909089922904968,0.5121848583221436,0,230,20295,76538,83.703415,9.948013067245483,1.1920928955078125e-05,0.0,73.35803389549255
14,3,1,0.7911995053291321,0.5118569731712341,0.7909089922904968,0.5121937394142151,0,230,20295,76538,15.040119,9.867831945419312,1.1205673217773438e-05,0.0,73.35803389549255
14,4,1,0.7911995053291321,0.5118383169174194,0.7909089922904968,0.5121974349021912,0,230,20295,76538,19.647774,10.393526077270508,1.0967254638671875e-05,0.0,73.35803389549255
14,5,1,0.7911995053291321,0.5118421316146851,0.7909089922904968,0.5121926069259644,0,230,20295,76538,47.04549,9.973689794540405,0.0,81.73055386543274,73.35803389549255
15,1,1,0.7911995053291321,0.5118492245674133,0.7909089922904968,0.5121886134147644,0,230,20295,76538,79.08871,9.532825708389282,9.059906005859375e-06,0.0,73.35803389549255
15,2,1,0.7911995053291321,0.5118616819381714,0.7909089922904968,0.5121963620185852,0,230,20295,76538,27.093613,9.13955307006836,1.0967254638671875e-05,0.0,73.35803389549255
15,3,1,0.7911995053291321,0.5118399858474731,0.7909089922904968,0.512188732624054,0,230,20295,76538,36.95692,8.847829103469849,9.059906005859375e-06,0.0,73.35803389549255
15,4,1,0.7911995053291321,0.5118541121482849,0.7909089922904968,0.5121959447860718,0,230,20295,76538,2.0593605,8.79498291015625,1.0013580322265625e-05,0.0,73.35803389549255
15,5,1,0.7911995053291321,0.5118642449378967,0.7909089922904968,0.512195348739624,0,230,20295,76538,28.237682,9.305186033248901,0.0,73.35804200172424,73.35803389549255
1,1,2,0.7882683873176575,1.1532112830953706e+21,0.7862728238105774,0.5201268792152405,0,0,20745,76318,2256.142,10.55762004852295,0.041494131088256836,0.0,65.34493398666382
1,2,2,0.7904757261276245,0.5128217339515686,0.788529098033905,0.515365719795227,0,219,20526,76318,9.836391,10.184139728546143,1.0013580322265625e-05,0.0,65.34493398666382
1,3,2,0.7904757261276245,0.5128301978111267,0.788529098033905,0.5153748989105225,0,219,20526,76318,0.16788673,9.696507930755615,1.0013580322265625e-05,0.0,65.34493398666382
1,4,2,0.7904757261276245,0.5128339529037476,0.788529098033905,0.5153765082359314,0,219,20526,76318,1.0449619,10.547127962112427,8.821487426757812e-06,0.0,65.34493398666382
1,5,2,0.7904757261276245,0.5128099918365479,0.788529098033905,0.5153637528419495,0,219,20526,76318,11.497017,10.381736040115356,1.0967254638671875e-05,0.0,65.34493398666382
1,6,2,0.7904757261276245,0.5128256678581238,0.788529098033905,0.5153733491897583,0,219,20526,76318,26.768202,11.44751501083374,0.0,99.27186512947083,65.34493398666382
2,1,2,0.7904757261276245,0.5128176808357239,0.788529098033905,0.5153753161430359,0,219,20526,76318,31.269075,12.264641761779785,1.0967254638671875e-05,0.0,65.34493398666382
2,2,2,0.7904757261276245,0.5128042101860046,0.788529098033905,0.5153651237487793,0,219,20526,76318,14.469297,11.510626077651978,1.2159347534179688e-05,0.0,65.34493398666382
2,3,2,0.7904757261276245,0.51282799243927,0.788529098033905,0.515365719795227,0,219,20526,76318,9.63707,9.268444061279297,1.0013580322265625e-05,0.0,65.34493398666382
2,4,2,0.7904757261276245,0.5128313899040222,0.788529098033905,0.515372097492218,0,219,20526,76318,27.355309,8.284219980239868,8.821487426757812e-06,0.0,65.34493398666382
2,5,2,0.7904757261276245,0.5128269791603088,0.788529098033905,0.5153759121894836,0,219,20526,76318,17.100819,9.254493951797485,0.0,80.39277911186218,65.34493398666382
3,1,2,0.7904757261276245,0.5128114223480225,0.788529098033905,0.5153728127479553,0,219,20526,76318,6.931225,10.908813953399658,1.3113021850585938e-05,0.0,65.34493398666382
3,2,2,0.7904757261276245,0.512829601764679,0.788529098033905,0.5153734087944031,0,219,20526,76318,5.743637,10.49548602104187,1.0013580322265625e-05,0.0,65.34493398666382
3,3,2,0.7904757261276245,0.5128244757652283,0.788529098033905,0.5153651237487793,0,219,20526,76318,14.009115,9.641407012939453,8.821487426757812e-06,0.0,65.34493398666382
3,4,2,0.7904757261276245,0.5128230452537537,0.788529098033905,0.5153750777244568,0,219,20526,76318,23.33458,8.851596117019653,9.059906005859375e-06,0.0,65.34493398666382
3,5,2,0.7904757261276245,0.51279217004776,0.788529098033905,0.5153763890266418,0,219,20526,76318,2.7078,8.543487071990967,0.0,76.98998093605042,65.34493398666382
4,1,2,0.7904757261276245,0.5128154158592224,0.788529098033905,0.5153831839561462,0,219,20526,76318,41.431137,8.995868921279907,1.1920928955078125e-05,0.0,65.34493398666382
4,2,2,0.7904757261276245,0.5128046870231628,0.788529098033905,0.5153667330741882,0,219,20526,76318,56.604645,9.076212882995605,1.0967254638671875e-05,0.0,65.34493398666382
4,3,2,0.7904757261276245,0.5128290057182312,0.788529098033905,0.5153625011444092,0,219,20526,76318,15.228104,10.017529964447021,8.821487426757812e-06,0.0,65.34493398666382
4,4,2,0.7904757261276245,0.5128069519996643,0.788529098033905,0.5153689384460449,0,219,20526,76318,32.89205,8.611971139907837,9.059906005859375e-06,0.0,65.34493398666382
4,5,2,0.7904757261276245,0.5128186345100403,0.788529098033905,0.515373170375824,0,219,20526,76318,4.1091785,8.156314134597778,0.0,71.14135694503784,65.34493398666382
5,1,2,0.7904757261276245,0.5128194093704224,0.788529098033905,0.5153670907020569,0,219,20526,76318,30.08258,7.882962942123413,9.059906005859375e-06,0.0,65.34493398666382
5,2,2,0.7904757261276245,0.5128288269042969,0.788529098033905,0.5153771638870239,0,219,20526,76318,10.651201,7.551587104797363,9.059906005859375e-06,0.0,65.34493398666382
5,3,2,0.7904757261276245,0.5128231048583984,0.788529098033905,0.5153725743293762,0,219,20526,76318,6.2618713,8.50638222694397,8.821487426757812e-06,0.0,65.34493398666382
5,4,2,0.7904757261276245,0.5128026604652405,0.788529098033905,0.5153825283050537,0,219,20526,76318,80.33893,7.8327317237854,9.059906005859375e-06,0.0,65.34493398666382
5,5,2,0.7904757261276245,0.5128020644187927,0.788529098033905,0.5153865814208984,0,219,20526,76318,77.77583,8.673166990280151,0.0,66.14486384391785,65.34493398666382
6,1,2,0.7904757261276245,0.5128036737442017,0.788529098033905,0.5153757929801941,0,219,20526,76318,3.2887192,8.995508909225464,9.298324584960938e-06,0.0,65.34493398666382
6,2,2,0.7904757261276245,0.5128253102302551,0.788529098033905,0.5153647065162659,0,219,20526,76318,19.080187,9.43352222442627,1.1920928955078125e-05,0.0,65.34493398666382
6,3,2,0.7904757261276245,0.5128267407417297,0.788529098033905,0.5153763890266418,0,219,20526,76318,0.9637108,11.068272113800049,1.1205673217773438e-05,0.0,65.34493398666382
6,4,2,0.7904757261276245,0.5128273963928223,0.788529098033905,0.5153766870498657,0,219,20526,76318,21.333088,11.398637771606445,7.081031799316406e-05,0.0,65.34493398666382
6,5,2,0.7904757261276245,0.5127848982810974,0.788529098033905,0.5153725743293762,0,219,20526,76318,5.6760654,12.006971836090088,0.0,85.7384192943573,65.34493398666382
7,1,2,0.7904757261276245,0.5128205418586731,0.788529098033905,0.5153767466545105,0,219,20526,76318,12.912838,11.820220232009888,1.6689300537109375e-05,0.0,65.34493398666382
7,2,2,0.7904757261276245,0.5128195881843567,0.788529098033905,0.5153658390045166,0,219,20526,76318,58.843864,12.476981163024902,1.1920928955078125e-05,0.0,65.34493398666382
7,3,2,0.7904757261276245,0.5128269791603088,0.788529098033905,0.5153659582138062,0,219,20526,76318,9.206211,12.790697813034058,1.0013580322265625e-05,0.0,65.34493398666382
7,4,2,0.7904757261276245,0.5128298401832581,0.788529098033905,0.5153713226318359,0,219,20526,76318,23.167759,9.380116939544678,8.821487426757812e-06,0.0,65.34493398666382
7,5,2,0.7904757261276245,0.5128153562545776,0.788529098033905,0.5153665542602539,0,219,20526,76318,22.002113,8.296123027801514,0.0,85.63185691833496,65.34493398666382
8,1,2,0.7904757261276245,0.5128178000450134,0.788529098033905,0.5153696537017822,0,219,20526,76318,49.921967,8.126760959625244,9.059906005859375e-06,0.0,65.34493398666382
8,2,2,0.7904757261276245,0.512825608253479,0.788529098033905,0.5153666138648987,0,219,20526,76318,13.582439,7.713345050811768,9.059906005859375e-06,0.0,65.34493398666382
8,3,2,0.7904757261276245,0.5128203630447388,0.788529098033905,0.5153688192367554,0,219,20526,76318,32.9247,7.926945686340332,1.0013580322265625e-05,0.0,65.34493398666382
8,4,2,0.7904757261276245,0.5127938985824585,0.788529098033905,0.5153765082359314,0,219,20526,76318,38.54797,8.264806032180786,8.821487426757812e-06,0.0,65.34493398666382
8,5,2,0.7904757261276245,0.5128251910209656,0.788529098033905,0.5153680443763733,0,219,20526,76318,8.177204,9.224246978759766,0.0,66.59036183357239,65.34493398666382
9,1,2,0.7904757261276245,0.512822687625885,0.788529098033905,0.5153738856315613,0,219,20526,76318,34.807785,7.638598918914795,1.0013580322265625e-05,0.0,65.34493398666382
9,2,2,0.7904757261276245,0.5128155946731567,0.788529098033905,0.515375018119812,0,219,20526,76318,23.680597,7.253829002380371,7.867813110351562e-06,0.0,65.34493398666382
9,3,2,0.7904757261276245,0.5128289461135864,0.788529098033905,0.5153766870498657,0,219,20526,76318,38.85433,7.107073068618774,9.775161743164062e-06,0.0,65.34493398666382
9,4,2,0.7904757261276245,0.5128217339515686,0.788529098033905,0.5153735280036926,0,219,20526,76318,38.015747,7.249998092651367,9.059906005859375e-06,0.0,65.34493398666382
9,5,2,0.7904757261276245,0.5128264427185059,0.788529098033905,0.5153763294219971,0,219,20526,76318,2.629919,8.003709077835083,0.0,59.7603018283844,65.34493398666382
10,1,2,0.7904757261276245,0.5128161311149597,0.788529098033905,0.5153751969337463,0,219,20526,76318,18.422691,8.987056970596313,1.0013580322265625e-05,0.0,65.34493398666382
10,2,2,0.7904757261276245,0.5128186941146851,0.788529098033905,0.5153627991676331,0,219,20526,76318,16.808971,7.771387100219727,8.106231689453125e-06,0.0,65.34493398666382
10,3,2,0.7904757261276245,0.5128172039985657,0.788529098033905,0.5153636336326599,0,219,20526,76318,13.266226,8.158436298370361,8.821487426757812e-06,0.0,65.34493398666382
10,4,2,0.7904757261276245,0.5128265619277954,0.788529098033905,0.5153624415397644,0,219,20526,76318,14.982178,7.749527931213379,9.298324584960938e-06,0.0,65.34493398666382
10,5,2,0.7904757261276245,0.5128310322761536,0.788529098033905,0.5153719186782837,0,219,20526,76318,35.423496,7.689069986343384,0.0,64.05203294754028,65.34493398666382
11,1,2,0.7904757261276245,0.5128152966499329,0.788529098033905,0.5153754949569702,0,219,20526,76318,37.03502,7.731322765350342,9.059906005859375e-06,0.0,65.34493398666382
11,2,2,0.7904757261276245,0.5128088593482971,0.788529098033905,0.5153837203979492,0,219,20526,76318,43.5503,7.801235914230347,1.0013580322265625e-05,0.0,65.34493398666382
11,3,2,0.7904757261276245,0.5128270983695984,0.788529098033905,0.5153720378875732,0,219,20526,76318,2.3567734,10.2882821559906,5.316734313964844e-05,0.0,65.34493398666382
11,4,2,0.7904757261276245,0.5128260254859924,0.788529098033905,0.5153728127479553,0,219,20526,76318,6.912752,7.977925062179565,8.106231689453125e-06,0.0,65.34493398666382
11,5,2,0.7904757261276245,0.5128099322319031,0.788529098033905,0.5153763890266418,0,219,20526,76318,0.5395012,8.152383089065552,0.0,66.93967008590698,65.34493398666382
12,1,2,0.7904757261276245,0.5128210186958313,0.788529098033905,0.5153626799583435,0,219,20526,76318,17.370655,8.10505223274231,1.1205673217773438e-05,0.0,65.34493398666382
12,2,2,0.7904757261276245,0.5128088593482971,0.788529098033905,0.5153734683990479,0,219,20526,76318,7.892782,7.965127229690552,9.059906005859375e-06,0.0,65.34493398666382
12,3,2,0.7904757261276245,0.5128186941146851,0.788529098033905,0.5153868198394775,0,219,20526,76318,69.418945,7.463994264602661,1.0013580322265625e-05,0.0,65.34493398666382
12,4,2,0.7904757261276245,0.5128211379051208,0.788529098033905,0.5153647661209106,0,219,20526,76318,18.574947,7.391813039779663,7.867813110351562e-06,0.0,65.34493398666382
12,5,2,0.7904757261276245,0.5128263831138611,0.788529098033905,0.5153753757476807,0,219,20526,76318,18.714014,7.451608896255493,0.0,61.972583055496216,65.34493398666382
13,1,2,0.7904757261276245,0.5127864480018616,0.788529098033905,0.5153747797012329,0,219,20526,76318,0.4005165,7.798949956893921,9.298324584960938e-06,0.0,65.34493398666382
13,2,2,0.7904757261276245,0.5128143429756165,0.788529098033905,0.5153653025627136,0,219,20526,76318,67.75102,7.0969460010528564,9.298324584960938e-06,0.0,65.34493398666382
13,3,2,0.7904757261276245,0.5128283500671387,0.788529098033905,0.5153763294219971,0,219,20526,76318,0.47857666,7.084838151931763,1.0967254638671875e-05,0.0,65.34493398666382
13,4,2,0.7904757261276245,0.5128211379051208,0.788529098033905,0.5153753757476807,0,219,20526,76318,28.434765,7.046976804733276,9.059906005859375e-06,0.0,65.34493398666382
13,5,2,0.7904757261276245,0.5128213167190552,0.788529098033905,0.5153764486312866,0,219,20526,76318,25.393454,7.275609731674194,0.0,58.70475101470947,65.34493398666382
14,1,2,0.7904757261276245,0.5128154754638672,0.788529098033905,0.5153767466545105,0,219,20526,76318,24.989695,6.991261005401611,9.298324584960938e-06,0.0,65.34493398666382
14,2,2,0.7904757261276245,0.5128207206726074,0.788529098033905,0.5153669714927673,0,219,20526,76318,89.140465,7.22031307220459,8.106231689453125e-06,0.0,65.34493398666382
14,3,2,0.7904757261276245,0.5128266215324402,0.788529098033905,0.5153681039810181,0,219,20526,76318,34.032814,7.174286127090454,8.821487426757812e-06,0.0,65.34493398666382
14,4,2,0.7904757261276245,0.5127994418144226,0.788529098033905,0.515371561050415,0,219,20526,76318,5.301346,8.032687187194824,1.0013580322265625e-05,0.0,65.34493398666382
14,5,2,0.7904757261276245,0.5128284096717834,0.788529098033905,0.5153747797012329,0,219,20526,76318,13.809946,7.9779651165008545,0.0,60.4428129196167,65.34493398666382
15,1,2,0.7904757261276245,0.5128238797187805,0.788529098033905,0.515376627445221,0,219,20526,76318,1.4159508,7.345126152038574,9.059906005859375e-06,0.0,65.34493398666382
15,2,2,0.7904757261276245,0.5128147006034851,0.788529098033905,0.5153765678405762,0,219,20526,76318,19.160013,7.469044923782349,8.821487426757812e-06,0.0,65.34493398666382
15,3,2,0.7904757261276245,0.5128141045570374,0.788529098033905,0.5153850317001343,0,219,20526,76318,50.4252,7.74797797203064,1.0013580322265625e-05,0.0,65.34493398666382
15,4,2,0.7904757261276245,0.5128025412559509,0.788529098033905,0.5153712034225464,0,219,20526,76318,62.19982,8.529345989227295,9.059906005859375e-06,0.0,65.34493398666382
15,5,2,0.7904757261276245,0.5128288269042969,0.788529098033905,0.5153642296791077,0,219,20526,76318,10.8867035,8.709628820419312,0.0,65.34494400024414,65.34493398666382
1,1,3,0.7887654900550842,1.091455476172569e+22,0.788992702960968,0.5167750120162964,0,0,20481,76582,2196.4001,8.537968873977661,0.010658979415893555,0.0,57.39676594734192
1,2,3,0.7909573912620544,0.5121738910675049,0.7911974787712097,0.5118470191955566,0,214,20267,76582,8.640263,7.706190824508667,1.0967254638671875e-05,0.0,57.39676594734192
1,3,3,0.7909573912620544,0.5121787190437317,0.7911974787712097,0.5118466019630432,0,214,20267,76582,6.838209,7.532306909561157,8.106231689453125e-06,0.0,57.39676594734192
1,4,3,0.7909573912620544,0.5121736526489258,0.7911974787712097,0.5118463039398193,0,214,20267,76582,18.665297,7.014332056045532,7.867813110351562e-06,0.0,57.39676594734192
1,5,3,0.7909573912620544,0.5121772289276123,0.7911974787712097,0.511849045753479,0,214,20267,76582,21.208645,6.947556972503662,9.059906005859375e-06,0.0,57.39676594734192
1,6,3,0.7909573912620544,0.5121732354164124,0.7911974787712097,0.5118618607521057,0,214,20267,76582,0.8308029,6.941256999969482,0.0,70.70754790306091,57.39676594734192
2,1,3,0.7909573912620544,0.512157142162323,0.7911974787712097,0.5118451714515686,0,214,20267,76582,20.494286,6.904868841171265,9.059906005859375e-06,0.0,57.39676594734192
2,2,3,0.7909573912620544,0.5121674537658691,0.7911974787712097,0.5118492841720581,0,214,20267,76582,18.488007,7.011744976043701,9.059906005859375e-06,0.0,57.39676594734192
2,3,3,0.7909573912620544,0.5121762156486511,0.7911974787712097,0.511845052242279,0,214,20267,76582,33.534653,6.932269096374512,9.059906005859375e-06,0.0,57.39676594734192
2,4,3,0.7909573912620544,0.512178897857666,0.7911974787712097,0.5118530988693237,0,214,20267,76582,45.25726,7.184250116348267,9.059906005859375e-06,0.0,57.39676594734192
2,5,3,0.7909573912620544,0.5121600031852722,0.7911974787712097,0.5118528008460999,0,214,20267,76582,3.2212753,7.004029035568237,0.0,56.275871992111206,57.39676594734192
3,1,3,0.7909573912620544,0.5121813416481018,0.7911974787712097,0.5118467211723328,0,214,20267,76582,19.12734,6.9864771366119385,1.1920928955078125e-05,0.0,57.39676594734192
3,2,3,0.7909573912620544,0.5121827721595764,0.7911974787712097,0.5118441581726074,0,214,20267,76582,56.684326,7.390273094177246,9.059906005859375e-06,0.0,57.39676594734192
3,3,3,0.7909573912620544,0.5121868252754211,0.7911974787712097,0.5118522047996521,0,214,20267,76582,36.77028,7.5448548793792725,8.106231689453125e-06,0.0,57.39676594734192
3,4,3,0.7909573912620544,0.5121685266494751,0.7911974787712097,0.5118493437767029,0,214,20267,76582,15.826572,6.963051080703735,8.106231689453125e-06,0.0,57.39676594734192
3,5,3,0.7909573912620544,0.5121752619743347,0.7911974787712097,0.5118519067764282,0,214,20267,76582,24.941051,7.758875846862793,0.0,58.062708139419556,57.39676594734192
4,1,3,0.7909573912620544,0.51218181848526,0.7911974787712097,0.5118453502655029,0,214,20267,76582,31.455946,7.777498722076416,9.059906005859375e-06,0.0,57.39676594734192
4,2,3,0.7909573912620544,0.5121590495109558,0.7911974787712097,0.511845052242279,0,214,20267,76582,13.167252,7.080608129501343,8.821487426757812e-06,0.0,57.39676594734192
4,3,3,0.7909573912620544,0.5121699571609497,0.7911974787712097,0.5118473768234253,0,214,20267,76582,7.5645866,6.986342906951904,8.821487426757812e-06,0.0,57.39676594734192
4,4,3,0.7909573912620544,0.5121867060661316,0.7911974787712097,0.5118470788002014,0,214,20267,76582,8.459496,7.021088123321533,7.867813110351562e-06,0.0,57.39676594734192
4,5,3,0.7909573912620544,0.5121633410453796,0.7911974787712097,0.5118448138237,0,214,20267,76582,32.53955,7.631810665130615,0.0,58.08183193206787,57.39676594734192
5,1,3,0.7909573912620544,0.5121799111366272,0.7911974787712097,0.5118448138237,0,214,20267,76582,33.17106,7.406652927398682,9.298324584960938e-06,0.0,57.39676594734192
5,2,3,0.7909573912620544,0.5121732950210571,0.7911974787712097,0.511848509311676,0,214,20267,76582,12.904888,8.304433107376099,9.059906005859375e-06,0.0,57.39676594734192
